COUNTRY,YEAR,DEBT_TOTAL,DEBT_RATIO,NOMINAL_GDP,NOMINAL_GDP_GROWTH,REAL_GDP,REAL_GDP_GROWTH,POTENTIAL_GDP,POTENTIAL_GDP_GROWTH,GDP_DEFLATOR_PCH,EA_GDP_DEFLATOR_PCH,PRIMARY_BALANCE,STRUCTURAL_PRIMARY_BALANCE,FISCAL_BALANCE,STOCK_FLOW,PRIMARY_EXPENDITURE_SHARE,AGEING_COST,PENSION_REVENUE,PENSION_BALANCE,TAX_AND_PROPERTY_INCOME,IMPLICIT_INTEREST_RATE,INTEREST_RATE_ST,INTEREST_RATE_LT,EXR_EUR,EXR_USD,ESM_REPAYMENT,BOND_REPAYMENT,DEBT_ST_SHARE,DEBT_LT_MATURING_SHARE,DEBT_LT_MATURING_AVG_SHARE,DEBT_DOMESTIC_SHARE,DEBT_EUR_SHARE,FWD_RATE_3M10Y,FWD_RATE_10Y10Y,FWD_INFL_5Y5Y,BUDGET_BALANCE_ELASTICITY
ESP,2043,,,,,,,,1.4277916266351232,,,,,,,,27.942170166193403,1.3807828646503306,,0.03053800000000001,,,,,,,16.274112,,,,,,,,,
ESP,2044,,,,,,,,1.3793849630248705,,,,,,,,28.177208046759986,1.3930599723817008,,0.03053800000000001,,,,,,,18.249533162,,,,,,,,,
ESP,2045,,,,,,,,1.3513253422997562,,,,,,,,28.403290102274056,1.404425095273105,,0.03053800000000001,,,,,,,0.27924,,,,,,,,,
ESP,2046,,,,,,,,1.3436476029262994,,,,,,,,28.61410155013836,1.4145309519450648,,0.03053800000000001,,,,,,,21.30563,,,,,,,,,
ESP,2047,,,,,,,,1.3615623897990923,,,,,,,,28.79825310346421,1.4224215912419897,,0.03053800000000001,,,,,,,0.26429,,,,,,,,,
ESP,2048,,,,,,,,1.3915917489219176,,,,,,,,28.948102353689183,1.4278299470376827,,0.03053800000000001,,,,,,,20.868307,,,,,,,,,
ESP,2049,,,,,,,,1.357664835084321,,,,,,,,29.08055250371072,1.4318253860220798,,0.03053800000000001,,,,,,,0.56459,,,,,,,,,
ESP,2050,,,,,,,,1.3359415374572965,,,,,,,,29.189029127790633,1.4341719345912258,,0.03053800000000001,,,,,,,24.819391000000003,,,,,,,,,
ESP,2051,,,,,,,,1.3158944818771694,,,,,,,,29.276004891933255,1.435104798376013,,0.03053800000000001,,,,,,,0.21736,,,,,,,,,
ESP,2052,,,,,,,,1.2939273655695585,,,,,,,,29.342671066865158,1.4348195579160992,,0.03053800000000001,,,,,,,20.20776,,,,,,,,,
ESP,2053,,,,,,,,1.2684618562043215,,,,,,,,29.394270693803175,1.4336816391810892,,0.03053800000000001,,,,,,,0.20196,,,,,,,,,
ESP,2054,,,,,,,,1.2922564257471867,,,,,,,,29.41979525498999,1.4310186950903538,,0.03053800000000001,,,,,,,12.299807999999999,,,,,,,,,
ESP,2055,,,,,,,,1.310853777956465,,,,,,,,29.421052021902348,1.4270912704198766,,0.03053800000000001,,,,,,,0.19421,,,,,,,,,
ESP,2056,,,,,,,,1.321066321505267,,,,,,,,29.405138635852946,1.4222974105261006,,0.03053800000000001,,,,,,,0.19421,,,,,,,,,
ESP,2057,,,,,,,,1.3285866457478903,,,,,,,,29.3698427625428,1.4167290844940255,,0.03053800000000001,,,,,,,0.19421,,,,,,,,,
ESP,2058,,,,,,,,1.327626694198999,,,,,,,,29.32486855986172,1.4108850173181315,,0.03053800000000001,,,,,,,0.19421,,,,,,,,,
ESP,2059,,,,,,,,1.3151270466667395,,,,,,,,29.27141219867162,1.4050279418024763,,0.03053800000000001,,,,,,,0.19421,,,,,,,,,
ESP,2060,,,,,,,,1.2981266997696848,,,,,,,,29.213940111193885,1.3992495528829565,,0.03053800000000001,,,,,,,0.19421,,,,,,,,,
ESP,2061,,,,,,,,1.2740335721855094,,,,,,,,29.15189092099856,1.3938707116605724,,0.03053800000000001,,,,,,,0.19421,,,,,,,,,
ESP,2062,,,,,,,,1.2444416126320847,,,,,,,,29.094857810666817,1.389030651397961,,0.03053800000000001,,,,,,,0.19421,,,,,,,,,
ESP,2063,,,,,,,,1.2043660263543345,,,,,,,,29.04172746544061,1.3849486609930257,,0.03053800000000001,,,,,,,0.19421,,,,,,,,,
ESP,2064,,,,,,,,1.1614882951465941,,,,,,,,28.99621039035179,1.3817585453510477,,0.03053800000000001,,,,,,,1.19421,,,,,,,,,
ESP,2065,,,,,,,,1.1160113123160462,,,,,,,,28.960774597444072,1.3795106940658801,,0.03053800000000001,,,,,,,0.18636,,,,,,,,,
ESP,2066,,,,,,,,1.06145947531,,,,,,,,28.934099443531974,1.3782747242470468,,0.03053800000000001,,,,,,,16.112920000000003,,,,,,,,,
ESP,2067,,,,,,,,1.0025088045663615,,,,,,,,28.923147726249976,1.3782156668584096,,0.03053800000000001,,,,,,,0.00649,,,,,,,,,
ESP,2068,,,,,,,,0.9449919377861373,,,,,,,,28.928003063293392,1.3794671473784446,,0.03053800000000001,,,,,,,0.00649,,,,,,,,,
ESP,2069,,,,,,,,0.8856622505804801,,,,,,,,28.947616450964453,1.3821136102633458,,0.03053800000000001,,,,,,,0.00649,,,,,,,,,
ESP,2070,,,,,,,,,,,,,,,,28.991560701115688,1.3862661387748334,,0.03053800000000001,,,,,,,0.00649,,,,,,,,,
EST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08487903297032184,-0.11232920931683728,-0.06735143946999686,1.0,0.0,3.088423809523809,4.741068095238095,2.0914,0.486
EST,2024,9.33,23.6064,39.51007,3.4625998159620863,28.8919081288696,-0.26101360490566883,30.1857524587908,0.13373069955049388,3.7333579893930047,2.932331962638357,-0.9321667,1.151,-1.5221424,1.018,43.3985234,17.333989031734575,0.08481566795329042,,0.0,3.0242485,3.066,3.546666666666667,1.0,1.082380469,,,,,,,,,,,
EST,2025,9.89,23.8395,41.50147,5.040234046662029,29.2060591119631,1.0873320712922796,30.23239033433565,0.15450294177201673,3.910375947504363,2.4767093808285567,-0.8190854,0.8308,-1.3659033,0.0,44.6295165,17.379168448205817,0.0959307169731522,,0.0,2.4331518,2.773,3.315,1.0,1.113519535,,0.33399999999999996,,,,,,,,,
EST,2026,11.04,25.3625,43.52719,4.881080115957337,29.8665775967914,2.2615803189884875,30.33375471760587,0.3352840518041855,2.561570424234194,2.0119566334671157,-1.8452101,-1.0967,-2.4256555,0.09,44.6945826,17.389954695011273,0.09580408297058447,,-0.0039173,2.5536447,,,1.0,1.13468,,0.2,,,,,,,,,
EST,2027,,,,,30.17938637340845,1.0473539380376096,30.49246736725578,0.5232212468501141,,,,,,,,17.40746089063335,0.09811335125235886,,-0.0053985000000000005,,,,,,,0.0,,,,,,,,,
EST,2028,,,,,30.4027827442402,0.740228340191118,30.55966823315203,0.22038513671875926,,,,,,,,17.45064353582547,0.10001353081265497,,-0.0072878000000000005,,,,,,,0.0,,,,,,,,,
EST,2029,,,,,30.64483840933416,0.7961628615716698,30.64483840933416,0.27870124614026714,,,,,,,,17.425827821853588,0.10121281789147513,,-0.0098792,,,,,,,0.0,,,,,,,,,
EST,2030,,,,,,,,0.5216140282755172,,,,,,,,17.38434761527173,0.10221711962849139,,-0.0126654,,,,,,,1.5,,,,,,,,,
EST,2031,,,,,,,,0.7645268104107672,,,,,,,,17.331356247753256,0.10320887607908807,,-0.0154637,,,,,,,0.0,,,,,,,,,
EST,2032,,,,,,,,1.0074395925460171,,,,,,,,17.279792453369428,0.10415278044626979,,-0.01831,,,,,,,1.5,,,,,,,,,
EST,2033,,,,,,,,1.2503523746812673,,,,,,,,17.23294583777824,0.1052441145608021,,-0.0210093,,,,,,,0.0,,,,,,,,,
EST,2034,,,,,,,,1.4932651568165172,,,,,,,,17.198736750845413,0.10647256543736465,,-0.0235706,,,,,,,1.0,,,,,,,,,
EST,2035,,,,,,,,1.736177938951767,,,,,,,,17.17830360135416,0.10790356836495998,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2036,,,,,,,,1.8229714176896739,,,,,,,,17.157811614460115,0.10946889255070295,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2037,,,,,,,,1.916868480818431,,,,,,,,17.13750340626113,0.11107354514919007,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2038,,,,,,,,1.9800806159948459,,,,,,,,17.11657962745302,0.11275956550668065,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2039,,,,,,,,2.004584303012329,,,,,,,,17.11165087528206,0.11450930697663714,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2040,,,,,,,,2.0266948037036268,,,,,,,,17.104714043591304,0.11640129536710014,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2041,,,,,,,,1.9902815841334096,,,,,,,,17.09998262475272,0.11836984828040442,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2042,,,,,,,,1.9607012530390473,,,,,,,,17.10666266418253,0.12042883033180668,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2043,,,,,,,,1.911013227939379,,,,,,,,17.119310649979617,0.12254583891382073,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2044,,,,,,,,1.8836281812909506,,,,,,,,17.138037164964434,0.12470118101776356,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2045,,,,,,,,1.8473154472761473,,,,,,,,17.15472326039808,0.1268181243364643,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2046,,,,,,,,1.819401118594523,,,,,,,,17.168198290450672,0.12889787103301278,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2047,,,,,,,,1.779368539533244,,,,,,,,17.184958371103754,0.13103360845647566,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2048,,,,,,,,1.7472819260326007,,,,,,,,17.225859215854864,0.13350302426551364,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2049,,,,,,,,1.6710163659665735,,,,,,,,17.253893123281728,0.1358234756497825,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2050,,,,,,,,1.595500250968982,,,,,,,,17.28621898973327,0.1383178184146334,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2051,,,,,,,,1.5208007142012363,,,,,,,,17.32591517713839,0.14104056723758449,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2052,,,,,,,,1.4752696037597504,,,,,,,,17.369908655844647,0.1438581555769437,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2053,,,,,,,,1.4335953529298717,,,,,,,,17.415523444320772,0.1468699211223802,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2054,,,,,,,,1.3901427794110548,,,,,,,,17.461822826351987,0.14991783413051377,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2055,,,,,,,,1.3510641148235039,,,,,,,,17.508065927156025,0.15304290651801222,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2056,,,,,,,,1.3111147327263548,,,,,,,,17.56082976129587,0.15646024370732456,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2057,,,,,,,,1.2980799673284333,,,,,,,,17.608974792183393,0.16002846514151578,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2058,,,,,,,,1.2974358398458787,,,,,,,,17.654170232713327,0.16350481157699825,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2059,,,,,,,,1.3179185713004735,,,,,,,,17.675032652510062,0.1667498840005078,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2060,,,,,,,,1.3466031616004308,,,,,,,,17.674143179032168,0.16962801832640928,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2061,,,,,,,,1.3881337459282896,,,,,,,,17.65019623088008,0.17218040667767337,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2062,,,,,,,,1.4158401251980575,,,,,,,,17.608416389070484,0.17445508083828665,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2063,,,,,,,,1.4451332126953846,,,,,,,,17.549689304835532,0.1762769189086644,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2064,,,,,,,,1.4794620529091917,,,,,,,,17.469432830948087,0.17785529132420638,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2065,,,,,,,,1.5063304928598351,,,,,,,,17.386582596028802,0.17948717422394683,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2066,,,,,,,,1.5074285648623025,,,,,,,,17.29284421751155,0.18085963183009326,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2067,,,,,,,,1.498181978105766,,,,,,,,17.19143522241307,0.18223191150631696,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2068,,,,,,,,1.4785879451215709,,,,,,,,17.08793152871658,0.18358550110470043,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2069,,,,,,,,1.4443000592006032,,,,,,,,16.983394749931115,0.18488223922943253,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
EST,2070,,,,,,,,,,,,,,,,16.883106614888632,0.18637604126098695,,-0.025929800000000003,,,,,,,0.0,,,,,,,,,
FIN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11742144051705715,0.04695472485285332,0.04008261647333403,0.9728979068060665,0.0,3.1331919047619046,4.198841428571429,2.0914,0.582
FIN,2024,226.7,82.0869,276.172,1.2427506213753325,241.924973797754,-0.13406176479608956,249.2412505097498,0.5994084398132093,1.3786606995766615,2.932331962638357,-2.8304825,-1.1221,-4.4026911,3.0,56.0672335,26.76387458585395,2.8028314917127073,1.5690607734806612,0.0,2.0525766,3.12,2.8528333333333333,1.0,1.082380469,,,,,,,,,,,
FIN,2025,243.0,85.5861,283.8847,2.792716133424089,244.286078657418,0.9759657395427945,250.4859167552501,0.49938212192190967,1.7992060473534632,2.4767093808285567,-2.228994,-0.7885,-3.7294276,5.68,56.0344285,26.698329985720793,2.7870924817032603,1.5851630073186946,0.0,1.8789075,3.058,2.9939,1.0,1.113519535,,12.338727206,,,,,,,,,
FIN,2026,256.0,87.5343,292.4146,3.00470578372134,247.405447648242,1.2769327699588384,251.6893531394622,0.48044073686905886,1.7059800929223545,2.0119566334671157,-1.7331555,-0.7426,-3.4447371,2.92,55.4403558,26.68605076211814,2.776992287917738,1.4196658097686399,-0.0300606,2.0599242,,,1.0,1.13468,,14.937872572,,,,,,,,,
FIN,2027,,,,,250.390411999966,1.2065071242764125,253.264219110313,0.6257181526380107,,,,,,,,26.71997386486444,2.7710469089779437,1.4022988505747147,-0.0559663,,,,,,,13.98645441,,,,,,,,,
FIN,2028,,,,,253.3803450167145,1.1941084296585913,254.8261100154916,0.6167041324137035,,,,,,,,26.831005703568035,2.7846153846153845,1.336048265460029,-0.0623588,,,,,,,17.088012200999998,,,,,,,,,
FIN,2029,,,,,256.6771065499672,1.3011117863286792,256.6771065499672,0.7263763255512146,,,,,,,,26.96104455224819,2.801405975395431,1.2568834212067959,-0.0655285,,,,,,,18.145782689,,,,,,,,,
FIN,2030,,,,,,,,0.8107381847878198,,,,,,,,27.042419391738285,2.8101193860147813,1.198408186469587,-0.07677609999999999,,,,,,,14.342181616,,,,,,,,,
FIN,2031,,,,,,,,0.895100044024425,,,,,,,,27.10180637852699,2.8135686707115277,1.1679536679536664,-0.0932868,,,,,,,11.354,,,,,,,,,
FIN,2032,,,,,,,,0.9794619032610302,,,,,,,,27.133592708719917,2.8111794597485966,1.1519122760096288,-0.1156375,,,,,,,7.312,,,,,,,,,
FIN,2033,,,,,,,,1.0638237624976354,,,,,,,,27.12145539914315,2.8024371273010114,1.1635986518019195,-0.1443401,,,,,,,9.674000000000001,,,,,,,,,
FIN,2034,,,,,,,,1.1481856217342408,,,,,,,,27.10903790447462,2.7929648241206033,1.186432160804019,-0.1737727,,,,,,,15.43945441,,,,,,,,,
FIN,2035,,,,,,,,1.2325474809708459,,,,,,,,27.084889971598678,2.78029197080292,1.2201946472019483,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2036,,,,,,,,1.300742659967428,,,,,,,,27.04117554206237,2.764013188883655,1.2724917569477157,-0.2064064,,,,,,,5.153,,,,,,,,,
FIN,2037,,,,,,,,1.3750090832357937,,,,,,,,26.97391642555659,2.743110908676839,1.3450239125483936,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2038,,,,,,,,1.4239523781672425,,,,,,,,26.88885950442259,2.720167327168648,1.4341699691765761,-0.2064064,,,,,,,4.663,,,,,,,,,
FIN,2039,,,,,,,,1.4860430538330642,,,,,,,,26.78651091338058,2.694172692471289,1.5361548277328794,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2040,,,,,,,,1.5330781637928839,,,,,,,,26.687076922022214,2.670020533880904,1.648049281314167,-0.2064064,,,,,,,4.337,,,,,,,,,
FIN,2041,,,,,,,,1.4883024944426935,,,,,,,,26.61053867301829,2.652053164054751,1.7417179131124758,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2042,,,,,,,,1.4422620149486485,,,,,,,,26.553461419213008,2.63784509202454,1.8228527607361968,-0.2064064,,,,,,,5.659,,,,,,,,,
FIN,2043,,,,,,,,1.3879096470074552,,,,,,,,26.497963493962345,2.623841305153875,1.901371894697812,-0.2064064,,,,,,,4.762,,,,,,,,,
FIN,2044,,,,,,,,1.3359324457123558,,,,,,,,26.44003521758993,2.610832137733142,1.9777618364418927,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2045,,,,,,,,1.2906669653394176,,,,,,,,26.411476521931554,2.602604166666667,2.050347222222223,-0.2064064,,,,,,,3.002812143,,,,,,,,,
FIN,2046,,,,,,,,1.249877810311336,,,,,,,,26.39370249368526,2.596907043200538,2.1060682467641634,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2047,,,,,,,,1.204463448750826,,,,,,,,26.397453232285184,2.5948542582641263,2.1525810128643528,-0.2064064,,,,,,,6.156,,,,,,,,,
FIN,2048,,,,,,,,1.1546511800856212,,,,,,,,26.418338708644267,2.597064393939394,2.1862373737373755,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2049,,,,,,,,1.113027737472055,,,,,,,,26.462560977098267,2.603672532517215,2.2065799540933426,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2050,,,,,,,,1.075964225282855,,,,,,,,26.530428359589347,2.614813715303548,2.2184948790262737,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2051,,,,,,,,1.0526477615229894,,,,,,,,26.614072039332193,2.6295176385889127,2.2257739380849557,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2052,,,,,,,,1.036130601389955,,,,,,,,26.711199223266803,2.6459410367472405,2.225513483303061,-0.2064064,,,,,,,4.692,,,,,,,,,
FIN,2053,,,,,,,,1.0257061500500464,,,,,,,,26.803043767296465,2.6615593220338982,2.188203389830507,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2054,,,,,,,,1.0128371499827886,,,,,,,,26.89144956031021,2.6771518820742304,2.147012371676757,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2055,,,,,,,,0.9901600230979155,,,,,,,,26.996833439870812,2.6949022614028366,2.095949916954133,-0.2064064,,,,,,,4.42,,,,,,,,,
FIN,2056,,,,,,,,0.9719302370710139,,,,,,,,27.116108066493336,2.7155439771740477,2.032130008683785,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2057,,,,,,,,0.9558232459775644,,,,,,,,27.229196891164808,2.7340079508492954,1.9687989398867582,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2058,,,,,,,,0.9446070190904052,,,,,,,,27.358856972822455,2.7558207558207557,1.8928278928278903,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2059,,,,,,,,0.9404027676785545,,,,,,,,27.50464439107197,2.7806818181818183,1.800454545454544,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2060,,,,,,,,0.9399052418960145,,,,,,,,27.646925237688585,2.803642384105961,1.7084988962472405,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2061,,,,,,,,0.9337157980565722,,,,,,,,27.788816676844412,2.8261149228130367,1.6123499142367042,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2062,,,,,,,,0.9301749626473168,,,,,,,,27.933988388080806,2.848172446110591,1.5191086118921149,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2063,,,,,,,,0.9281179094160057,,,,,,,,28.089731076583497,2.871434351608335,1.4251466720615014,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2064,,,,,,,,0.9335862675027282,,,,,,,,28.23607525297342,2.8927097661623113,1.332580074670858,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2065,,,,,,,,0.9392316112284818,,,,,,,,28.373596240291747,2.9099150682317014,1.2484969939879758,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2066,,,,,,,,0.937731649666,,,,,,,,28.50349365620118,2.924923533228288,1.1701733246825476,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2067,,,,,,,,0.9317719563981242,,,,,,,,28.631890648839622,2.93895741424327,1.0940848113802115,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2068,,,,,,,,0.9279293677688751,,,,,,,,28.763291993377287,2.95338464229491,1.0130313101276904,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2069,,,,,,,,0.9235223893553508,,,,,,,,28.90028724806611,2.9675473621612443,0.9284682694758288,-0.2064064,,,,,,,0.0,,,,,,,,,
FIN,2070,,,,,,,,,,,,,,,,29.03113298129143,2.980851766259492,0.841862000660285,-0.2064064,,,,,,,0.0,,,,,,,,,
FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08517032326838596,0.0797681520897723,0.08204741024330187,0.9717638117643926,0.0,3.580939523809524,4.875897142857143,2.0914,0.63
FRA,2024,3305.3,112.9765,2921.412,3.5060612126676993,2595.24520911638,1.166138885790824,2595.932546472705,1.170041828686652,2.312957545592176,2.932331962638357,-3.736291,-3.6888,-5.7960509,33.17,55.0288415,29.225515187823376,1.5857729111638534,,0.0,1.9423171,3.971,2.9691666666666667,1.0,1.082380469,,,,,,,,,,,
FRA,2025,3473.4,116.0325,2989.183,2.319802889835465,2610.10722839517,0.5726633932926051,2623.453910234847,1.0601725302738618,1.7372078764672283,2.4767093808285567,-3.1106924,-2.7601,-5.5767256,1.22,55.1114104,29.162633771063174,1.5808528996953426,,0.0,2.2334217,2.947,3.339,1.0,1.113519535,,285.016572851,,,,,,,,,
FRA,2026,3647.1,118.4478,3074.657,2.8594435335675294,2644.8913891439,1.3326717144152456,2649.695182068266,1.0002566361484,1.5066865366920368,2.0119566334671157,-2.7760626,-2.6618,-5.687394,-1.43,54.62153,29.17723495063512,1.5841903173238343,,0.0011208999999999998,2.5808103,,,1.0,1.13468,,299.364603124,,,,,,,,,
FRA,2027,,,,,2666.293741225351,0.8091958773542851,2669.520231196691,0.7482011237590624,,,,,,,,29.242623115796867,1.5904292459302152,,0.0051439,,,,,,,273.800686525,,,,,,,,,
FRA,2028,,,,,2685.191350961963,0.7087594830390787,2686.81504755442,0.6478623445373088,,,,,,,,29.257082340417902,1.5929329270538621,,0.005431900000000001,,,,,,,259.740784601,,,,,,,,,
FRA,2029,,,,,2703.362711182524,0.6767249646492113,2703.362711182524,0.6158839866244659,,,,,,,,29.227100774737227,1.5905163454648255,,0.0007988000000000006,,,,,,,292.551605288,,,,,,,,,
FRA,2030,,,,,,,,0.6537193363169589,,,,,,,,29.21134539541581,1.589669801507405,,-0.0022632,,,,,,,243.369956876,,,,,,,,,
FRA,2031,,,,,,,,0.6915546860094519,,,,,,,,29.1957394922346,1.5884485128551185,,-0.0057001,,,,,,,181.09477354199998,,,,,,,,,
FRA,2032,,,,,,,,0.7293900357019449,,,,,,,,29.196543779069465,1.5874869259234112,,-0.008878299999999999,,,,,,,191.797927404,,,,,,,,,
FRA,2033,,,,,,,,0.767225385394438,,,,,,,,29.235414173562987,1.5906748990839874,,-0.0079064,,,,,,,114.04667265299999,,,,,,,,,
FRA,2034,,,,,,,,0.805060735086931,,,,,,,,29.284873658097343,1.5936592154219402,,-0.0071383,,,,,,,132.218994838,,,,,,,,,
FRA,2035,,,,,,,,0.842896084779424,,,,,,,,29.276383966350362,1.5897467554640181,,-0.0132665,,,,,,,68.774299756,,,,,,,,,
FRA,2036,,,,,,,,0.9389205806467978,,,,,,,,29.272066338263436,1.5859964102171276,,-0.0132665,,,,,,,91.052304104,,,,,,,,,
FRA,2037,,,,,,,,1.0421102405577372,,,,,,,,29.270825449586233,1.581949814690871,,-0.0132665,,,,,,,5.63559711,,,,,,,,,
FRA,2038,,,,,,,,1.1754042623270704,,,,,,,,29.26826898302125,1.5772449350339093,,-0.0132665,,,,,,,71.677676428,,,,,,,,,
FRA,2039,,,,,,,,1.3290007072225467,,,,,,,,29.26043787083093,1.5717272116151957,,-0.0132665,,,,,,,46.899708132,,,,,,,,,
FRA,2040,,,,,,,,1.5112328863070148,,,,,,,,29.23901354883173,1.5648067453874712,,-0.0132665,,,,,,,53.325988616000004,,,,,,,,,
FRA,2041,,,,,,,,1.5410747896042254,,,,,,,,29.276608054267665,1.564433445001928,,-0.0132665,,,,,,,41.36387322,,,,,,,,,
FRA,2042,,,,,,,,1.5630280327302257,,,,,,,,29.289768023812947,1.5622735787893394,,-0.0132665,,,,,,,16.869581648,,,,,,,,,
FRA,2043,,,,,,,,1.526620947139365,,,,,,,,29.25745649270504,1.5551429577563816,,-0.0132665,,,,,,,33.292812255,,,,,,,,,
FRA,2044,,,,,,,,1.4738958468688326,,,,,,,,29.241017776655493,1.5494810989576522,,-0.0132665,,,,,,,28.467662844,,,,,,,,,
FRA,2045,,,,,,,,1.4323188480741256,,,,,,,,29.22370077263311,1.5437819882106274,,-0.0132665,,,,,,,37.115429258,,,,,,,,,
FRA,2046,,,,,,,,1.3988102303769818,,,,,,,,29.213494215914057,1.539133473729743,,-0.0132665,,,,,,,3.410587757,,,,,,,,,
FRA,2047,,,,,,,,1.3666799271136592,,,,,,,,29.206425482357012,1.5347900778674068,,-0.0132665,,,,,,,16.263138285,,,,,,,,,
FRA,2048,,,,,,,,1.343099476706681,,,,,,,,29.218549376083203,1.5331682053766438,,-0.0132665,,,,,,,35.968574774,,,,,,,,,
FRA,2049,,,,,,,,1.3198250287793407,,,,,,,,29.23099667422195,1.5310973957261185,,-0.0132665,,,,,,,14.122250099999999,,,,,,,,,
FRA,2050,,,,,,,,1.3065987038352012,,,,,,,,29.18923679260115,1.5236302280770708,,-0.0132665,,,,,,,40.159445903000005,,,,,,,,,
FRA,2051,,,,,,,,1.2937970122504465,,,,,,,,29.162023776291225,1.5178376250803416,,-0.0132665,,,,,,,4.6744495100000005,,,,,,,,,
FRA,2052,,,,,,,,1.2790348113603265,,,,,,,,29.116528837721773,1.5108601149103957,,-0.0132665,,,,,,,34.634009432,,,,,,,,,
FRA,2053,,,,,,,,1.2655134916513244,,,,,,,,29.088559945262947,1.5060018768775492,,-0.0132665,,,,,,,47.30530235999999,,,,,,,,,
FRA,2054,,,,,,,,1.26857990742751,,,,,,,,29.103706344628016,1.5063150738187479,,-0.0132665,,,,,,,26.984781645,,,,,,,,,
FRA,2055,,,,,,,,1.2736481112203588,,,,,,,,29.096656782459178,1.5045314485202623,,-0.0132665,,,,,,,49.552577587,,,,,,,,,
FRA,2056,,,,,,,,1.2728113612202963,,,,,,,,29.087453526529057,1.5027110364998044,,-0.0132665,,,,,,,10.001109673,,,,,,,,,
FRA,2057,,,,,,,,1.2787798649643904,,,,,,,,29.046266603112727,1.497406737929345,,-0.0132665,,,,,,,0.0,,,,,,,,,
