COUNTRY,YEAR,DEBT_TOTAL,DEBT_RATIO,NOMINAL_GDP,NOMINAL_GDP_GROWTH,REAL_GDP,REAL_GDP_GROWTH,POTENTIAL_GDP,POTENTIAL_GDP_GROWTH,GDP_DEFLATOR_PCH,EA_GDP_DEFLATOR_PCH,PRIMARY_BALANCE,STRUCTURAL_PRIMARY_BALANCE,FISCAL_BALANCE,STOCK_FLOW,PRIMARY_EXPENDITURE_SHARE,AGEING_COST,PENSION_REVENUE,PENSION_BALANCE,PROPERTY_INCOME,TAX_AND_PROPERTY_INCOME,IMPLICIT_INTEREST_RATE,INTEREST_RATE_ST,INTEREST_RATE_LT,EXR_EUR,EXR_USD,ESM_REPAYMENT,BOND_REPAYMENT,DEBT_ST_SHARE,DEBT_LT_MATURING_SHARE,DEBT_LT_MATURING_AVG_SHARE,DEBT_DOMESTIC_SHARE,DEBT_EUR_SHARE,FWD_RATE_3M10Y,FWD_RATE_10Y10Y,FWD_INFL_5Y5Y,BUDGET_BALANCE_ELASTICITY
AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06450608812501714,0.10811681401676168,0.10393415640272546,0.9982082377951357,0.0,3.0284805263157892,3.492138421052631,2.311978947368421,0.571
AUT,2023,371.1,77.7671,477.2488,6.7151203351567545,377.40482,-0.8288150889632195,379.2209187464339,1.0355185135389133,7.606971316149158,5.975178673606574,-1.4864679,-1.213,-2.6549109,7.78,50.9599197,27.566749604658536,2.324300633732543,,0.0,0.0,1.590104,3.920586802746395,3.082675,1.0,1.081268627,,14.04182876,,,,,,,,,
AUT,2024,387.2,77.6939,498.3543,4.4223264678716845,378.503512651276,0.29111781118111857,382.3891940579964,0.83546955216387,4.119212335124889,3.0885606759257334,-1.706801,-1.1266,-3.0652172,0.77,51.5382801,28.0119190101536,2.3978412800809425,,0.0,0.0,1.8240227,4.229018103288066,2.924433333333333,1.0,1.071481699,,28.777017437,,,,,,,,,
AUT,2025,404.1,77.7747,519.5779,4.258737207645247,384.567198716264,1.6020157970302762,385.6238880262778,0.8459166782288419,2.614839522879975,2.1086455792519887,-1.4482168,-1.2918,-2.8944667,1.87,51.1756671,28.340349553971365,2.434195474150691,,0.0,0.035481855273246765,1.9407479,,,1.0,1.06627,,26.773266704,,,,,,,,,
AUT,2026,,,,,388.7147638800859,1.0785020609316298,389.4261694457509,0.9860077493990538,,,,,,,,28.541102147538467,2.450150257825296,,0.0,0.05056476593017578,,,,,,,32.57139,,,,,,,,,
AUT,2027,,,,,392.6307690962542,1.0074238439207628,392.989726840827,0.9150790765160899,,,,,,,,28.7705131859857,2.4693114756994725,,0.0,0.0688534751534462,,,,,,,24.840497956,,,,,,,,,
AUT,2028,,,,,396.6321887049588,1.0191304206532248,396.6321887049588,0.9268593083623156,,,,,,,,28.897694077746817,2.475210743566013,,0.0,0.07388145476579666,,,,,,,22.056368,,,,,,,,,
AUT,2029,,,,,,,,0.9798216416930705,,,,,,,,28.983875166993023,2.473198941131995,,0.0,0.07099729031324387,,,,,,,18.089846231,,,,,,,,,
AUT,2030,,,,,,,,1.0327839750238255,,,,,,,,29.079918304073768,2.4723217988277333,,0.0,0.06924828141927719,,,,,,,14.453748000000001,,,,,,,,,
AUT,2031,,,,,,,,1.0857463083545806,,,,,,,,29.17485282970339,2.4705764160684605,,0.0,0.06663010269403458,,,,,,,15.777636478,,,,,,,,,
