COUNTRY,YEAR,DEBT_TOTAL,DEBT_RATIO,NOMINAL_GDP,NOMINAL_GDP_GROWTH,REAL_GDP,REAL_GDP_GROWTH,POTENTIAL_GDP,POTENTIAL_GDP_GROWTH,GDP_DEFLATOR_PCH,EA_GDP_DEFLATOR_PCH,PRIMARY_BALANCE,STRUCTURAL_PRIMARY_BALANCE,FISCAL_BALANCE,STOCK_FLOW,PRIMARY_EXPENDITURE_SHARE,AGEING_COST,PENSION_REVENUE,PENSION_BALANCE,PROPERTY_INCOME,TAX_AND_PROPERTY_INCOME,IMPLICIT_INTEREST_RATE,INTEREST_RATE_ST,INTEREST_RATE_LT,EXR_EUR,EXR_USD,ESM_REPAYMENT,BOND_REPAYMENT,DEBT_ST_SHARE,DEBT_LT_MATURING_SHARE,DEBT_LT_MATURING_AVG_SHARE,DEBT_DOMESTIC_SHARE,DEBT_EUR_SHARE,FWD_RATE_3M10Y,FWD_RATE_10Y10Y,FWD_INFL_5Y5Y,BUDGET_BALANCE_ELASTICITY
AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06147170597698465,0.0814388388619858,0.10377507693853273,0.9985791526167697,0.0,3.1791984210526314,3.913014736842106,2.157847368421053,0.571
AUT,2024,394.1,81.7801,481.94,1.841252828718254,410.706737124459,-1.173538613727032,415.5769486172205,0.32934247946285744,3.0505912489225517,2.932331962638357,-3.1508008,-2.4816,-4.6654042,0.13,54.78063,28.0119190101536,2.3978412800809425,,0.0,0.0,1.964759,3.936,2.842708333333333,1.0,1.082380469,,,,,,,,,,,
AUT,2025,417.9,84.037,497.2983,3.1867659874673215,409.545559615383,-0.28272667675380836,416.4756399172298,0.2162514795393644,3.4793317974659788,2.4767093808285567,-2.6505004,-1.7004,-4.3825365,1.99,54.6415207,28.340349553971365,2.434195474150691,,0.0,0.035481855273246765,2.1854119,3.384,2.97564,1.0,1.113519535,,27.585858044,,,,,,,,,
AUT,2026,440.1,85.7643,513.1963,3.196873988911686,413.526482777969,0.9720342631292622,418.0997217128064,0.3899584129096745,2.2034166124802024,2.0119566334671157,-2.4347369,-1.8102,-4.230604,0.51,54.5067838,28.541102147538467,2.450150257825296,,0.0,0.05056476593017578,2.2053131,,,1.0,1.13468,,33.92139,,,,,,,,,
AUT,2027,,,,,417.9197281406191,1.0623854929767251,420.9896275865444,0.6912001428508674,,,,,,,,28.7705131859857,2.4693114756994725,,0.0,0.0688534751534462,,,,,,,25.839980011999998,,,,,,,,,
AUT,2028,,,,,422.2461457704773,1.035226943965295,423.7913105729622,0.6654992909158608,,,,,,,,28.897694077746817,2.475210743566013,,0.0,0.07388145476579666,,,,,,,25.89553,,,,,,,,,
AUT,2029,,,,,426.8631339686476,1.0934352496564825,426.8631339686476,0.7248434120870506,,,,,,,,28.983875166993023,2.473198941131995,,0.0,0.07099729031324387,,,,,,,27.763313521,,,,,,,,,
AUT,2030,,,,,,,,0.8142312067900942,,,,,,,,29.079918304073768,2.4723217988277333,,0.0,0.06924828141927719,,,,,,,23.2640202,,,,,,,,,
AUT,2031,,,,,,,,0.9036190014931378,,,,,,,,29.17485282970339,2.4705764160684605,,0.0,0.06663010269403458,,,,,,,18.078386650000002,,,,,,,,,
AUT,2032,,,,,,,,0.9930067961961813,,,,,,,,29.258446358039652,2.464663036521956,,0.0,0.05984500050544739,,,,,,,17.490531162,,,,,,,,,
AUT,2033,,,,,,,,1.082394590899225,,,,,,,,29.292878162257118,2.4505661483209065,,0.0,0.044875867664813995,,,,,,,19.511429885000002,,,,,,,,,
AUT,2034,,,,,,,,1.1717823856022684,,,,,,,,29.363550384096317,2.4413834694554235,,0.0,0.034820765256881714,,,,,,,24.726655893,,,,,,,,,
AUT,2035,,,,,,,,1.261170180305312,,,,,,,,29.398868590982964,2.427628518267639,,0.0,0.036915680359710344,,,,,,,6.9833108269999995,,,,,,,,,
AUT,2036,,,,,,,,1.3505579750083556,,,,,,,,29.415443245960862,2.4112447680591713,,0.0,0.039010595462538974,,,,,,,8.96206,,,,,,,,,
AUT,2037,,,,,,,,1.4044587947655471,,,,,,,,29.420630701966875,2.3929933895200017,,0.0,0.041105510565367605,,,,,,,15.866012,,,,,,,,,
AUT,2038,,,,,,,,1.4681668895149083,,,,,,,,29.40779667085142,2.371783185208788,,0.0,0.043200425668196235,,,,,,,0.157574384,,,,,,,,,
AUT,2039,,,,,,,,1.5339351652906714,,,,,,,,29.38605248676132,2.348967345154223,,0.0,0.045295340771024865,,,,,,,5.1440505,,,,,,,,,
AUT,2040,,,,,,,,1.598709393619633,,,,,,,,29.34956453399242,2.3239518678547686,,0.0,0.047390255873853496,,,,,,,7.043705,,,,,,,,,
AUT,2041,,,,,,,,1.582976028039993,,,,,,,,29.32146056467287,2.3002504495072817,,0.0,0.049485170976682126,,,,,,,0.5,,,,,,,,,
AUT,2042,,,,,,,,1.5558007777744582,,,,,,,,29.280537684056746,2.274729125831587,,0.0,0.051580086079510756,,,,,,,0.2,,,,,,,,,
AUT,2043,,,,,,,,1.5055174630677066,,,,,,,,29.269015651985782,2.254167664657383,,0.0,0.05367500118233939,,,,,,,0.0,,,,,,,,,
AUT,2044,,,,,,,,1.459857517207197,,,,,,,,29.270421846776568,2.2358422411474463,,0.0,0.05576991628516802,,,,,,,9.777152,,,,,,,,,
AUT,2045,,,,,,,,1.4170041024831637,,,,,,,,29.27892091999194,2.2194816854371706,,0.0,0.05786483138799665,,,,,,,0.0,,,,,,,,,
AUT,2046,,,,,,,,1.3683034686729352,,,,,,,,29.30306390330373,2.205208968489228,,0.0,0.05995974649082528,,,,,,,0.0,,,,,,,,,
AUT,2047,,,,,,,,1.322069640180447,,,,,,,,29.33333616261651,2.19267472801392,,0.0,0.06205466159365391,,,,,,,10.390784,,,,,,,,,
AUT,2048,,,,,,,,1.2794404310301737,,,,,,,,29.367138808573152,2.181461462658234,,0.0,0.06414957669648254,,,,,,,0.0,,,,,,,,,
AUT,2049,,,,,,,,1.2489158228838524,,,,,,,,29.406409479006783,2.1718044218307044,,0.0,0.06624449179931118,,,,,,,8.15,,,,,,,,,
AUT,2050,,,,,,,,1.2182618785141608,,,,,,,,29.453600657615635,2.164427273953834,,0.0,0.06833940690213981,,,,,,,0.0,,,,,,,,,
AUT,2051,,,,,,,,1.1848275015511727,,,,,,,,29.500629768354017,2.1584916560663694,,0.0,0.07043432200496845,,,,,,,10.013135,,,,,,,,,
AUT,2052,,,,,,,,1.1555648149454598,,,,,,,,29.555201417451013,2.1543315285842017,,0.0,0.07252923710779709,,,,,,,0.0,,,,,,,,,
AUT,2053,,,,,,,,1.1335509206186645,,,,,,,,29.61177446359264,2.152031021698983,,0.0,0.07462415221062572,,,,,,,7.186335,,,,,,,,,
AUT,2054,,,,,,,,1.1102201814704753,,,,,,,,29.672887469892117,2.1509164209136875,,0.0,0.07671906731345436,,,,,,,0.0,,,,,,,,,
AUT,2055,,,,,,,,1.0969788418333357,,,,,,,,29.724842837163454,2.1505491987214165,,0.0,0.078813982416283,,,,,,,0.0,,,,,,,,,
AUT,2056,,,,,,,,1.0938855299190786,,,,,,,,29.77305413628183,2.1510872840392414,,0.0,0.08090889751911164,,,,,,,0.0,,,,,,,,,
AUT,2057,,,,,,,,1.0967042947096157,,,,,,,,29.812445479412034,2.1516505849357253,,0.0,0.08300381262194027,,,,,,,0.0,,,,,,,,,
AUT,2058,,,,,,,,1.1040518367891003,,,,,,,,29.847530091246114,2.152914460600239,,0.0,0.08509872772476891,,,,,,,0.0,,,,,,,,,
AUT,2059,,,,,,,,1.111836124688054,,,,,,,,29.875723745874847,2.1543084797788774,,0.0,0.08719364282759755,,,,,,,0.0,,,,,,,,,
AUT,2060,,,,,,,,1.1223387585084703,,,,,,,,29.897347819157087,2.15571909713007,,0.0,0.08928855793042619,,,,,,,0.0,,,,,,,,,
AUT,2061,,,,,,,,1.1336774682849446,,,,,,,,29.91556273562192,2.1573784298579173,,0.0,0.09138347303325482,,,,,,,0.0,,,,,,,,,
AUT,2062,,,,,,,,1.1443601671009054,,,,,,,,29.930264971007336,2.1595252947044936,,0.0,0.09347838813608346,,,,,,,4.473666,,,,,,,,,
AUT,2063,,,,,,,,1.1529859401199054,,,,,,,,29.944528997221802,2.1613923487947275,,0.0,0.0955733032389121,,,,,,,0.0,,,,,,,,,
AUT,2064,,,,,,,,1.156910492237517,,,,,,,,29.96691209129923,2.163750548899373,,0.0,0.09766821834174073,,,,,,,0.0,,,,,,,,,
AUT,2065,,,,,,,,1.1560579998865097,,,,,,,,29.997211665173285,2.166466405076727,,0.0,0.09976313344456937,,,,,,,0.0,,,,,,,,,
AUT,2066,,,,,,,,1.1533588534288326,,,,,,,,30.035905893718642,2.1693105274327555,,0.0,0.10185804854739801,,,,,,,0.0,,,,,,,,,
AUT,2067,,,,,,,,1.1481610366905934,,,,,,,,30.08651447084548,2.172604121411834,,0.0,0.10395296365022665,,,,,,,0.0,,,,,,,,,
AUT,2068,,,,,,,,1.1430626970791782,,,,,,,,30.13427329716305,2.175737035517301,,0.0,0.10604787875305528,,,,,,,0.0,,,,,,,,,
AUT,2069,,,,,,,,1.1394284558544272,,,,,,,,30.181579636072623,2.178636787400477,,0.0,0.10814279385588392,,,,,,,0.0,,,,,,,,,
AUT,2070,,,,,,,,1.1343351863443545,,,,,,,,30.234429480985323,2.1818027230401573,,0.0,0.11023770895871256,,,,,,,0.0,,,,,,,,,
AUT,2071,,,,,,,,,,,,,,,,,,,,0.1123326240615412,,,,,,,,,,,,,,,,
BEL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08299004135418425,0.048511909950996523,0.05687208179178061,1.0,0.0,3.3538231578947366,4.530023157894737,2.157847368421053,0.615
BEL,2024,642.9,104.7056,613.9839,2.9824084996595834,524.9837027432341,1.0189004028420268,526.2545473972847,1.6791782690098733,1.943703679689679,2.932331962638357,-2.2590657,-1.9627,-4.5194507,-0.45,52.227281,27.178330505161725,1.8193038912574828,,0.0,0.0,2.2545513,3.64,2.9250000000000003,1.0,1.082380469,,,,,,,,,,,
BEL,2025,681.3,107.1212,636.0555,3.594817388534155,529.020471746819,0.7689322511329921,533.567682275063,1.3896573272282664,2.8043235727058136,2.4767093808285567,-3.0205678,-2.4473,-5.4097757,4.07,53.0841557,27.117036250212717,1.8126541449746127,,0.0,-0.008248791098594666,2.3638617,3.212,3.1420000000000003,1.0,1.113519535,,54.157464276,,,,,,,,,
BEL,2026,719.4,109.8006,655.1673,3.0047377941075704,533.5569636089081,0.857526712928447,540.4408133824338,1.2881460657558241,2.1289597130327076,2.0119566334671157,-2.9813679,-2.198,-5.5225426,1.85,53.0183522,27.264667809135812,1.8353772381601776,,0.0,0.012875400483608246,2.443523,,,1.0,1.13468,,49.458280650999995,,,,,,,,,
BEL,2027,,,,,542.6651990604788,1.7070783576628612,547.3127866210217,1.2715496439986707,,,,,,,,27.461948228545427,1.8532782508602232,,0.0,0.02917776256799698,,,,,,,40.026971948,,,,,,,,,
BEL,2028,,,,,550.6585768208749,1.4729851433692653,553.0065452985492,1.0403116493366449,,,,,,,,27.59850986315127,1.8731305100828697,,0.0,0.04743180423974991,,,,,,,46.743294998,,,,,,,,,
BEL,2029,,,,,558.3341308822781,1.393886227236596,558.3341308822781,0.9633856287998732,,,,,,,,27.762556649546134,1.8938320988091688,,0.0,0.06653409451246262,,,,,,,36.002694542,,,,,,,,,
BEL,2030,,,,,,,,1.0156454452139319,,,,,,,,27.686833615247057,1.8821425546027768,,0.0,0.05324628949165344,,,,,,,20.895210913,,,,,,,,,
BEL,2031,,,,,,,,1.0679052616279907,,,,,,,,27.833790769125034,1.9020281521265783,,0.0,0.07153255492448807,,,,,,,35.3868521,,,,,,,,,
BEL,2032,,,,,,,,1.1201650780420493,,,,,,,,27.934273686632622,1.917587506797014,,0.0,0.08549375832080841,,,,,,,27.171171370000003,,,,,,,,,
BEL,2033,,,,,,,,1.1724248944561082,,,,,,,,28.040994420492822,1.93308403208952,,0.0,0.09939107298851013,,,,,,,34.038832442,,,,,,,,,
BEL,2034,,,,,,,,1.2246847108701668,,,,,,,,28.128172254679306,1.943976557050401,,0.0,0.10868523269891739,,,,,,,33.78026341,,,,,,,,,
BEL,2035,,,,,,,,1.2769445272842255,,,,,,,,28.273229634080224,1.9638671798884164,,0.0,0.12034309418364005,,,,,,,29.3194728,,,,,,,,,
